location,floor,floor_count,rooms_count,square_meter_price,price,year_of_construction,ipoteka_rate,area,discount,distance,monthly_payment
"Россия, Московская область, Одинцовский городской округ, с. Лайково, микрорайон Город-событие, 68",3,12,1,250000,9000000,2023,24.9,36.0,0.3,7.68,150001
"Россия, Московская область, Щёлково, Пролетарский проспект, 9",10,10,3,200534,15000000,none,24.9,74.8,0.6,none,250001
"Россия, Московская область, Реутов, 10а м-н, Юбилейный проспект, 67",16,25,1,290000,8700000,none,24.9,30.0,0.3,2.03,145001
"Россия, Московская область, Ленинский городской округ, пгт Мисайлово, Пригород Лесное м-н, Пригородное шоссе, 14",4,17,0,227074,5200000,2023,24.9,22.9,none,14.46,none
"Россия, Московская область, Красногорск, Чернево-1 м-н, улица Карбышева, 15",3,9,3,151757,9500000,none,24.9,62.6,0.3,3.38,158334
"Россия, Московская область, Королёв, Подлипки м-н, Октябрьский бульвар, 14",1,3,0,175710,2811375,none,24.9,16.0,0.3,13.18,46856
"Россия, Московская область, Ивантеевка, Заречная слобода, улица Бережок, 14",3,17,2,110000,6600000,none,24.9,60.0,0.3,none,110000
"Россия, Московская область, Раменский городской округ, с. Софьино, Новая улица, 1",2,3,2,133819,5500000,none,24.9,41.1,0.3,24.94,91667
"Россия, Московская область, Черноголовка, Ногинск-23, Коммунальная улица, 3",6,9,3,99526,6300000,none,24.9,63.3,none,none,105000
"Россия, Московская область, Коломна, Подлипки, улица Ленина, 102",2,3,1,168388,8150000,2021,24.9,48.4,0.3,none,135834
"Россия, Московская область, Люберцы городской округ, рп. Томилино, улица Гоголя, 54 к1",13,17,2,199101,13300000,none,24.9,66.8,0.6,none,221668
"Россия, Московская область, Люберцы городской округ, пос. Мирный, Мирный м-н, улица Свободы, 3",14,17,3,177459,12990000,2019,24.9,73.2,none,7.97,216501
"Россия, Московская область, Домодедово, Западный м-н, Лунная улица, 25",9,17,2,202985,13600000,none,24.9,67.0,0.6,15.13,226668
"Россия, Московская область, Котельники, Опытное поле м-н, Сосновая улица, 5 к1",21,33,1,209541,10980000,2022,24.9,52.4,none,0.15,183001
"Россия, Московская область, Одинцовский городской округ, пос. ВНИИССОК, улица Михаила Кутузова, 7",12,17,3,190529,16900000,none,24.9,88.7,none,4.3,281668
"Россия, Московская область, Люберцы, Зенино ЖК Самолёт м-н, улица Барыкина, 10/2 / Вертолётная улица, 2",15,17,1,208333,7500000,2022,24.9,36.0,none,2.65,110687
"Россия, Московская область, Ленинский городской округ, пос. Развилка, Римский проезд, 9",4,9,2,257812,16500000,none,24.9,64.0,0.6,4.31,275002
"Россия, Московская область, Котельники, Южный м-н, 8",13,17,3,133053,14250000,none,24.9,107.1,0.6,3.78,237501
"Россия, Московская область, Раменский городской округ, д. Островцы, Подмосковная улица, 8",3,5,1,160193,4149000,none,24.9,25.9,0.3,7.85,69150
"Россия, Московская область, городской округ Истра, коттеджный посёлок Лес и Река, 14",1,3,7,100300,100000000,none,16.7,997.0,none,none,1178424
"Россия, Московская область, Королёв, Болшево м-н, Бурковский проезд, 48 к2",3,4,1,221052,6300000,2020,24.9,28.5,0.3,17.88,105000
"Россия, Московская область, Красногорск городской округ, д. Сабурово, Жилой комплекс Новое Замитино",2,4,2,175510,8600000,2024,24.9,49.0,none,none,143334
"Россия, Московская область, Подольск, Кузнечики м-н, улица Генерала Варенникова, 4",18,19,1,170270,6300000,none,24.9,37.0,none,5.88,105000
"Россия, Московская область, Люберцы, Красная горка м-н, Наташинская улица, 12",11,25,2,154838,9600000,none,24.9,62.0,none,2.06,160001
"Россия, Московская область, Раменское, 1-й м-н, Красноармейская улица, 19",4,9,1,207430,6700000,none,24.9,32.3,0.3,1.6,111667
"Россия, Московская область, Павловский Посад, улица Урицкого, 38",5,5,1,109034,3500000,none,24.9,32.1,0.3,none,58333
"Россия, Московская область, Дзержинский, Лесной м-н, улица Угрешская, 32 ст1",13,18,2,216165,11500000,none,24.9,53.2,0.6,7.08,191668
"Россия, Московская область, Видное, 2-я Радиальная улица, 3",3,3,3,130000,9490000,none,24.9,73.0,0.3,12.19,158167
"Россия, Московская область, Орехово-Зуево, улица Северная, 16в",10,10,2,127819,6800000,none,24.9,53.2,0.3,none,113334
"Россия, Московская область, Мытищи, 17-й м-н, улица Колпакова, 31",5,12,1,202380,8500000,none,24.9,42.0,none,6.58,141667
"Россия, Московская область, Химки, Старые Химки м-н, улица Чернышевского, 3",2,17,1,269607,11000000,none,24.9,40.8,0.3,1.91,183334
"Россия, Московская область, Пушкино, Авиационный проезд, 13",1,5,2,151589,6200000,none,24.9,40.9,0.3,none,103334
"Россия, Московская область, Дзержинский, Томилинский м-н, улица Лермонтова, 13а",1,5,2,154845,6999000,none,24.9,45.2,0.3,6.77,116650
"Россия, Московская область, Котельники, Южный м-н, 14",8,17,1,167561,7490000,none,24.9,44.7,0.3,4.3,124834
