location,floor,floor_count,rooms_count,square_meter_price,price,area,distance,monthly_payment
"Балашиха, Саввино м-н, Безымянная улица, 4",17,17,1,185185,6500000,35.1,2.65,108334.0
"Балашиха, Новое Павлино м-н, улица Романычева, 5",15,20,1,159941,5757887,36.0,3.96,108334.0
"Электросталь, Южный м-н, улица Победы, 2 к3",1,5,3,99315,5800000,58.4,5.536184325362192,96667.0
"Ногинск, Заречье м-н, Декабристов улица, 1Б",2,10,3,145180,12500000,86.1,5.536184325362192,208334.0
"Реутов, 3-й м-н, Комсомольская улица, 5а",3,9,2,183377,6950000,37.9,0.85,108334.0
"Ногинск, улица Текстилей, 35",7,9,4,106038,7200000,67.9,5.536184325362192,120000.0
"Балашиха, Новое Павлино м-н, улица Бояринова, 13",16,22,1,147619,6200000,42.0,4.01,103334.0
"Красногорск городской округ, д. Сабурово, Пятницкие кварталы, Парковая улица, 8",7,8,2,149688,7200000,48.1,8.17,120000.0
"Фрязино, 4-й м-н, улица 60 лет СССР, 1",7,9,2,141949,6700000,47.2,5.536184325362192,111667.0
"Павловский Посад, улица Чкалова, 10",3,3,1,92233,2850000,30.9,5.536184325362192,47500.0
"Балашиха, Железнодорожный м-н, улица Поликахина, 2",14,17,2,168503,9587841,56.9,1.82,108334.0
"Балашиха, Железнодорожный м-н, улица Поликахина, 2",12,17,2,162828,8401950,51.6,1.82,108334.0
"Балашиха, Железнодорожный м-н, улица Поликахина, 2",12,17,2,153938,8866830,57.6,1.82,108334.0
"Балашиха, Железнодорожный м-н, улица Поликахина, 2",8,17,2,168501,9621454,57.1,1.82,108334.0
"Королёв, Текстильщик м-н, Тарасовская улица, 14",22,25,1,192424,6350000,33.0,15.83,105834.0
"Красногорск городской округ, д. Путилково, Просторная улица, 1 к1",5,10,3,231683,11700000,50.5,5.536184325362192,195001.0
"Серпухов, Весенняя улица, 102",10,10,3,101562,6500000,64.0,5.536184325362192,108334.0
"Мытищи, 25-й м-н, улица Комарова, 2 к3",5,14,1,224409,8550000,38.1,7.7,142501.0
"Одинцовский городской округ, с. Лайково, микрорайон Город-событие, 69",11,13,2,168269,10500000,62.4,7.64,175001.0
"Одинцово, улица Северная, 5 к4",5,17,1,229545,10100000,44.0,3.4,168334.0
"Мытищи городской округ, пос. Мебельной фабрики, Заречная улица, 1а",12,16,2,136815,11000000,80.4,13.53,108334.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",7,9,3,157648,12659191,80.3,5.536184325362192,210988.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",2,6,3,137954,12360701,89.6,5.536184325362192,206013.0
"Мытищи, 10а м-н, Новомытищинский проспект, 62 к1",5,10,2,232176,11237366,48.4,6.13,187290.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",9,9,1,154336,9584269,62.1,5.536184325362192,159738.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",8,9,2,161818,10129822,62.6,5.536184325362192,168831.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",5,9,3,153677,12386423,80.6,5.536184325362192,206441.0
"Лыткарино, 2-й м-н, Советская улица, 7",5,6,4,78770,8200000,104.1,10.36,108334.0
"Лыткарино, 2-й м-н, Советская улица, 7",5,6,3,78770,8200000,104.1,10.36,108334.0
"Фрязино, 4-й м-н, Полевая улица, 19",1,14,2,146296,7900000,54.0,5.536184325362192,131667.0
"Коломна, Старая Коломна м-н, Коломенская улица, 6",1,5,3,139259,9400000,67.5,5.536184325362192,156667.0
"Шатура, Керва м-н, Больничный проезд, 18/1",3,5,1,68491,2815000,41.1,5.536184325362192,46917.0
"Мытищи городской округ, пос. Мебельной фабрики, Рассветная улица, 3",9,9,2,150000,7500000,50.0,5.536184325362192,125000.0
"Коломна городской округ, пос. Пески, Советская улица, 7",1,5,1,98006,2950000,30.1,5.536184325362192,49167.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",11,17,2,206867,6805954,32.9,3.33,108334.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",3,17,2,201233,7143778,35.5,3.33,108334.0
"Фрязино, 2-й м-н, Полевая улица, 11",1,9,2,127753,5800000,45.4,5.536184325362192,96667.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",16,17,3,189799,10021404,52.8,3.33,167024.0
"Видное, Жуковский проезд, 3",12,14,3,148258,11490000,77.5,8.62,191501.0
"Наро-Фоминский городской округ, Апрелевка, улица Островского, 38",8,14,1,158742,7699000,48.5,5.536184325362192,128317.0
"Одинцовский городской округ, с. Перхушково, Равновесие м-н, 6",4,5,2,129979,6200000,47.7,8.96,103334.0
"Одинцово, Можайское шоссе, 122",19,24,3,273664,29200000,106.7,0.82,486670.0
"Королёв, Болшево м-н, Бурковский проезд, 44 к3",3,4,2,184000,9200000,50.0,17.59,153334.0
"Королёв, Первомайский м-н, Советская улица, 47 к7",5,17,1,162000,7290000,45.0,17.47,121500.0
"Ивантеевка, улица Прокудина, 3",6,18,2,155000,9579000,61.8,5.536184325362192,108334.0
"Балашиха, Балашиха-3 м-н, проспект Ленина, 38",3,5,2,129385,5900000,45.6,6.25,98334.0
"Королёв, улица Академика Легостаева, 8",7,17,1,188053,8500000,45.2,5.536184325362192,108334.0
"Одинцовский городской округ, рп. Новоивановское, Можайское шоссе, 55",26,33,3,280357,15700000,56.0,1.6,261668.0
"Красногорск городской округ, пос. Архангельское, 27",2,5,3,185217,10650000,57.5,5.536184325362192,177501.0
"Балашиха, Чистопольская улица, 32",6,20,1,107692,4900000,45.5,5.536184325362192,81667.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",9,9,3,160626,12914407,80.4,5.536184325362192,215241.0
"Щёлково городской округ, рп. Фряново, улица Механизаторов, 9",5,5,1,114329,3750000,32.8,5.536184325362192,108334.0
"Щёлково городской округ, Оболдино, Лосиный остров-1 м-н, Лесная улица, 2",4,5,3,102608,5900000,57.5,15.28,108334.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",4,9,3,152188,12251181,80.5,5.536184325362192,204187.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",5,9,3,137297,12288111,89.5,5.536184325362192,204803.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",4,6,2,176058,11426213,64.9,5.536184325362192,190438.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",5,6,2,178827,10693914,59.8,5.536184325362192,178233.0
"городской округ Красногорск, рабочий посёлок Нахабино, Покровская улица, 3к2",2,3,3,104883,8999000,85.8,5.536184325362192,149984.0
"Павловский Посад, улица Щорса, 6",1,5,2,90132,3398000,37.7,5.536184325362192,56633.0
"Павловский Посад, улица Кузьмина, 15",1,5,2,91135,4174000,45.8,5.536184325362192,69567.0
"Павловский Посад, улица Герцена, 18/а к2",9,10,3,100583,9998000,99.4,5.536184325362192,108334.0
"Ивантеевка, улица Новая Слобода, 4",10,17,1,152777,5500000,36.0,5.536184325362192,91667.0
"Реутов, 5-й м-н, улица Ленина, 16",5,12,2,207500,8300000,40.0,1.08,138334.0
"Пушкино, О'Пушкино м-н, Набережная улица, 35 к3",6,13,2,145015,9600000,66.2,5.536184325362192,160001.0
"Королёв, Болшево м-н, улица Исаева, 7",8,17,3,180348,14500000,80.4,15.85,241668.0
"Королёв, Костино м-н, улица Декабристов, 8",9,17,1,206521,7600000,36.8,15.2,126667.0
"Красногорск, Изумрудные холмы, улица Игоря Мерлушкина, 10",15,24,1,190255,8200000,43.1,2.97,136667.0
"городской округ Красногорск, село Николо-Урюпино, улица Сергея Жадобкина, 4",5,6,2,161434,10800000,66.9,5.536184325362192,108334.0
"Ленинский городской округ, пос. Битца, Южная Битца м-н, улица Парковая, 1",22,24,1,232558,9000000,38.7,6.31,150001.0
"Реутов, 1-й м-н, Советская улица, 22 к1",14,17,2,228571,16000000,70.0,2.14,266668.0
"Реутов, 3а м-н, Комсомольская улица, 26",5,25,2,233793,16950000,72.5,1.03,282502.0
"Реутов, 7-й м-н, улица Октября, 5",7,9,3,189119,10950000,57.9,0.51,182501.0
"Реутов, 4-й м-н, улица Гагарина, 40",6,24,1,241935,9750000,40.3,1.76,162501.0
"Реутов, 6-й м-н, улица Некрасова, 24",9,12,2,198135,8500000,42.9,2.93,141667.0
"Реутов, 1-й м-н, проспект Мира, 22",10,20,1,191176,8450000,44.2,2.28,140834.0
"Реутов, 1-й м-н, проспект Мира, 55",2,5,2,177200,7850000,44.3,2.74,130834.0
"Реутов, 1-й м-н, проспект Мира, 25/21",3,4,2,171232,7500000,43.8,1.89,125000.0
"Реутов, 3-й м-н, улица Калинина, 12",3,9,1,224137,7150000,31.9,0.58,119167.0
"Реутов, 4-й м-н, улица Гагарина, 40",13,24,1,211363,9300000,44.0,1.76,155001.0
"Реутов, 4-й, улица Гагарина, 42/10",8,12,3,225080,21000000,93.3,2.27,350002.0
"Красногорск городской округ, д. Путилково, Новотушинская улица, 4",5,24,2,213946,13500000,63.1,5.536184325362192,231668.0
"Красногорск, Павшино м-н, Авангардная улица, 8",30,46,1,255269,10900000,42.7,1.42,181668.0
"Ленинский городской округ, д. Жабкино, Центральная улица, 13а",1,4,2,177721,10432242,58.7,2.6,173871.0
"Мытищи, Тенистый бульвар, 10",6,6,1,211997,13885830,65.5,11.06,231432.0
"Ленинский городской округ, д. Жабкино, Центральная улица, 13а",1,4,2,177721,10023479,56.4,2.6,167059.0
"Ленинский городской округ, д. Жабкино, Центральная улица, 13а",2,4,2,199661,11161102,55.9,2.6,186019.0
"Ленинский городской округ, д. Жабкино, Центральная улица, 13а",2,4,2,199662,11620350,58.2,2.6,193673.0
"Ленинский городской округ, д. Жабкино, Центральная улица, 13а",1,4,2,177721,10041251,56.5,2.6,167355.0
"Ленинский городской округ, д. Жабкино, Центральная улица, 13а",4,4,2,185401,13404513,72.3,2.6,223410.0
"Балашиха, улица Яганова, 9",8,17,1,186497,7890705,42.31,10.65,131512.0
"Ленинский городской округ, д. Жабкино, Центральная улица, 13а",1,4,2,177721,10787688,60.7,2.6,179796.0
"Ленинский городской округ, д. Жабкино, Центральная улица, 13а",4,4,2,163459,11687337,71.5,2.6,194790.0
"Ленинский городской округ, д. Жабкино, Центральная улица, 13а",4,4,2,185401,13144959,70.9,2.6,219084.0
"Ленинский городской округ, д. Жабкино, Центральная улица, 13а",4,4,2,163459,11213344,68.6,2.6,186890.0
"Ленинский городской округ, д. Жабкино, Центральная улица, 13а",4,4,2,163460,11948942,73.1,2.6,199150.0
"Ленинский городской округ, д. Жабкино, Центральная улица, 13а",2,4,2,199661,12019640,60.2,2.6,200328.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",8,9,2,174227,11394487,65.4,5.536184325362192,189909.0
"Королёв, улица Лермонтова, 10 к3",14,22,1,200466,8600000,42.9,12.75,143334.0
"Люберцы городской округ, дп. Красково, Коренёво м-н, улица Лорха, 10",13,18,2,156140,8900000,57.0,7.87,148334.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",13,17,1,210755,6554501,31.1,3.33,108334.0
"Подольск, Шепчинки м-н, улица Литейная, 38 / улица Володи Дубинина, 8",2,3,2,108333,6500000,60.0,3.21,109574.0
"Лобня, 3-й м-н, Батарейная улица, 8",14,17,3,122715,9400000,76.6,1.2,156667.0
"Балашиха, проспект Ленина, 32д",8,9,2,199535,8600000,43.1,5.536184325362192,143334.0
"Электросталь, проспект Ленина, 35/20",1,5,2,143421,10900000,76.0,5.536184325362192,181668.0
"Шатура, проспект Ильича, 32/1",5,5,1,110526,2100000,19.0,5.536184325362192,35000.0
"Шатура городской округ, пос. центральной усадьбы совхоза ""Мир"", 8а",1,4,2,47727,2100000,44.0,5.536184325362192,35000.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",9,17,1,205935,6981206,33.9,3.33,108334.0
"Балашиха, 1 Мая м-н, 24",19,19,1,164251,6800000,41.4,3.63,113334.0
"Зарайск, Московская улица, 108 ст1",1,3,2,64285,4050000,63.0,5.536184325362192,108334.0
"Воскресенск, Москворецкий м-н, улица Ломоносова, 113",1,5,1,106379,3085000,29.0,5.536184325362192,51417.0
"Химки, Новые Химки м-н, улица 9 Мая, 10Б",22,25,3,230769,15000000,65.0,3.23,258335.0
"Мытищи, 10а м-н, Новомытищинский проспект, 62 к1",6,10,2,234820,11365328,48.4,6.13,189423.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",2,6,2,174063,11314144,65.0,5.536184325362192,188570.0
"Красногорск, Опалиха м-н, улица Пришвина, 7",3,8,2,255102,12500000,49.0,1.06,208334.0
"Богородский городской округ, д. Молзино, Советская улица, 81а",4,5,1,99125,3400000,34.3,5.536184325362192,56667.0
"Ногинск, улица Ильича, 77",2,5,2,92132,4450000,48.3,5.536184325362192,74167.0
"Богородский городской округ, рп. Обухово, улица Комбинат, 42",4,4,2,91435,3950000,43.2,5.536184325362192,65833.0
"Ногинск, улица Электрическая, 9",4,5,3,94370,5700000,60.4,5.536184325362192,95000.0
"Ногинск, улица 3-го Интернационала, 175",1,3,3,105128,6150000,58.5,5.536184325362192,102500.0
"Ногинск, Заречье м-н, Декабристов улица, 1",2,10,2,140783,9700000,68.9,5.536184325362192,161667.0
"Ногинск, Центральный м-н, Комсомольская улица, 80",9,9,2,136258,5900000,43.3,5.536184325362192,98334.0
"Ногинск, 1-й Истомкинский проезд, 9",3,4,1,110248,3550000,32.2,5.536184325362192,59167.0
"Мытищи, 17а м-н, проспект Астрахова, 12а",9,17,3,196517,15800000,80.4,7.34,263335.0
"Мытищи, 14-й м-н, Троицкая улица, 5",8,17,3,152426,12499000,82.0,3.85,208318.0
"Мытищи, 17-й м-н, улица Мира, 34а",13,17,3,219161,18300000,83.5,6.33,305002.0
"Мытищи, 10а м-н, улица Терешковой, 11",9,9,3,160000,9600000,60.0,6.09,160001.0
"Мытищи, 20-й м-н, Трудовая улица, 6",15,17,2,193604,9990000,51.6,4.36,166501.0
"Балашиха, им. Гагарина м-н, Балашихинское шоссе, 12",14,25,2,143100,8400000,58.7,8.51,140001.0
"Королёв, Болшево м-н, улица Пушкинская, 15",9,20,1,173170,7100000,41.0,14.68,108334.0
"Щёлково городской округ, д. Большие Жеребцы, Восточный микрорайон, 1 к8",3,5,2,126817,7850000,61.9,5.536184325362192,108334.0
"Шатура городской округ, с. Дмитровский Погост, Футбольная улица, 10",2,3,1,67183,2600000,38.7,5.536184325362192,43333.0
"городской округ Химки, деревня Рузино, микрорайон Кутузовский, жилой комплекс Новый Зеленоград, 2А",6,17,2,175000,10500000,60.0,5.536184325362192,108334.0
"Люберцы, Зенино ЖК Самолёт м-н, улица Дружбы, 7 к2",15,17,2,209067,8070000,38.6,3.05,134500.0
"Лобня, Красная Поляна м-н, Текстильная улица, 16",9,14,1,143776,6700000,46.6,4.46,111667.0
"Ногинск, Глухово м-н, улица Ильича, 9а",4,4,1,111464,3500000,31.4,5.536184325362192,58333.0
"Красногорск, Павшинская пойма м-н, Красногорский бульвар, 8",12,25,2,219279,13990000,63.8,1.4,233168.0
"Видное, улица Завидная, 6",8,15,3,187592,12700000,67.7,13.37,211668.0
"Котельники, Новорязанское шоссе, 6",2,30,2,234000,11435580,48.87,1.73,108334.0
"Котельники, Новорязанское шоссе, 6",2,30,1,228799,7493175,32.75,1.73,108334.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",2,17,2,192906,7793433,40.4,3.33,108334.0
"Истра городской округ, с. Павловская Слобода, Изумрудная улица, 6 к4",2,4,1,259064,11735630,45.3,8.48,195595.0
"Ленинский городской округ, пгт Мисайлово, Пригород Лесное м-н, Молодёжный бульвар, 5",10,17,1,180277,6490000,36.0,11.39,108167.0
"Мытищи, 10а м-н, Новомытищинский проспект, 62 к1",4,10,2,228803,10776632,47.1,6.13,179611.0
"Балашиха, Новое Измайлово квартал, улица Строителей, 1",17,25,2,147058,10000000,68.0,4.67,166667.0
"Балашиха городской округ, д. Павлино, 69",7,18,2,138888,10000000,72.0,3.13,166667.0
"Подольск, Шепчинки м-н, Пионерская улица, 15",12,15,2,132867,9499999,71.5,3.88,108334.0
"Красногорск городской округ, д. Глухово, Романовская улица, 7",3,8,1,198730,7200000,36.23,5.536184325362192,120000.0
"Мытищи, 24-й м-н, Олимпийский проспект, 30",3,16,3,150000,9750000,65.0,8.82,162501.0
"Люберцы городской округ, рп. Октябрьский, Спортивная улица, 2",14,17,2,147564,10300000,69.8,5.536184325362192,171667.0
"Красногорск городской округ, пос. Ильинское-Усово, проезд Александра Невского, 9",9,10,1,207317,8500000,41.0,9.29,141667.0
"Подольск, Красная Горка м-н, Садовая улица, 7",3,14,2,145614,8300000,57.0,3.14,108334.0
"Красногорск городской округ, пос. Ильинское-Усово, Архангельская улица, 6",2,9,1,191326,7500000,39.2,7.93,125000.0
"Павловский Посад, улица Вокзальная, 3",7,14,3,112936,11000000,97.4,5.536184325362192,108334.0
"Электрогорск, улица Горького, 35",9,9,3,80445,6500000,80.8,5.536184325362192,108334.0
"Котельники, жилой комплекс Белые Росы, к1",8,24,2,191815,15000000,78.2,0.72,108334.0
"Щёлково городской округ, д. Медвежьи Озёра, Юбилейная улица, 11",9,14,2,118518,6400000,54.0,14.28,106667.0
"Лосино-Петровский, улица 7 Ноября, 5",9,9,1,115384,3300000,28.6,5.536184325362192,55000.0
"Щёлково городской округ, рп. Монино, Георгиевский м-н, улица Генерала Ковачевича, 10 к2",5,7,1,122222,4290000,35.1,5.536184325362192,71500.0
"Дмитров, имени В.Н. Махалина м-н, 39",6,17,1,121538,3950000,32.5,5.536184325362192,65833.0
"Мытищи городской округ, пос. Нагорное, Липкинское шоссе, 14",1,4,1,374005,14100000,37.7,2.65,235001.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",12,17,2,195995,8094600,41.3,3.33,108334.0
"Фрязино, 3-й м-н, проспект Мира, 2",2,5,1,119873,3800000,31.7,5.536184325362192,63333.0
"Красногорск, Павшино м-н, Большая Воскресенская улица, 1",16,30,3,296703,13500000,45.5,0.39,225001.0
"Ступино городской округ, рп. Михнево, Московская улица, 11",2,5,2,88409,3890000,44.0,5.536184325362192,64833.0
"Люберцы, Рождественская улица, 6",6,25,2,285090,15680000,55.0,5.536184325362192,261335.0
"Котельники, 2-й Покровский проезд, 2",8,17,3,139175,13500000,97.0,2.05,225001.0
"городской округ Красногорск, посёлок Отрадное, Пятницкая улица, 2",1,5,4,267767,29990000,112.0,5.536184325362192,108334.0
"Красногорск, Павшино м-н, Авангардная улица, 6",40,45,2,283018,12000000,42.4,1.37,108334.0
"Мытищи, 10а м-н, Новомытищинский проспект, 62 к1",7,10,2,236761,11459261,48.4,6.13,190989.0
"Клин, микрорайон Майданово, 4 к2",8,9,2,141936,8150000,57.42,5.536184325362192,135834.0
"Фрязино, проспект Мира, 13",2,9,1,131818,4350000,33.0,5.536184325362192,108334.0
"Красногорск городской округ, д. Путилково, Мортонград Путилково м-н, Сходненская улица, 11",10,25,1,191100,8160000,42.7,5.42,120575.0
"Красногорск городской округ, пос. Ильинское-Усово, проезд Александра Невского, 5",2,11,2,187484,11999000,64.0,9.44,108334.0
"Мытищи, 10а м-н, Новомытищинский проспект, 62 к1",5,10,2,230926,10876632,47.1,6.13,181278.0
"Ленинский городской округ, рп. Дрожжино, Новое шоссе, 12 к3",7,17,3,148684,11300000,76.0,3.26,188334.0
"Ленинский городской округ, д. Коробово, улица Авиаторов, 3",14,17,2,181632,8900000,49.0,15.53,148334.0
"Королёв, Первомайский м-н, Солнечная улица, 2",3,4,2,209000,13104300,62.7,17.72,218406.0
"Богородский городской округ, Электроугли, 2-й Троицкий переулок, 6",1,3,4,93058,7910000,85.0,5.536184325362192,131834.0
"Одинцово, 8-й м-н, Комсомольская улица, 16 к3",7,9,1,231117,7650000,33.1,1.0,127500.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",8,17,1,210023,6636740,31.6,3.33,108334.0
"Щёлково, Соболевка м-н, 25",7,8,1,161842,6150000,38.0,5.536184325362192,102500.0
"Щёлково, 1-й Советский переулок, 4",4,5,1,130281,3700000,28.4,5.536184325362192,61667.0
"Щёлково, Щёлково-3 м-н, улица Бахчиванджи, 4",2,9,3,109139,10150000,93.0,5.536184325362192,169167.0
"Щёлково, Щёлково-7 м-н, проспект 60 лет Октября, 6",3,5,3,117088,7400000,63.2,5.536184325362192,123334.0
"Щёлково, Солнечный м-н, Комсомольская улица, 18",1,14,3,146138,9499000,65.0,5.536184325362192,108334.0
"Видное, Видный город, улица имени народной артистки СССР Галины Вишневской, 5",6,9,1,237458,7100000,29.9,5.06,119689.0
"Бронницы, Комсомольский переулок, 59",1,5,1,151960,6200000,40.8,5.536184325362192,103334.0
"Раменское, Холодово м-н, улица Космонавтов, 24",2,5,2,125000,5300000,42.4,1.98,88333.0
"Истра городской округ, с. Павловская Слобода, Изумрудная улица, 6 к5",2,4,2,234410,15450000,65.91,8.48,257501.0
"Щёлково городской округ, пос. Литвиново, 14",9,10,1,122291,3950000,32.3,5.536184325362192,65833.0
"Красногорск, Павшино м-н, Павшинская улица, 2",2,23,1,241784,10300000,42.6,0.73,171667.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",2,17,2,204374,6437801,31.5,3.33,108334.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",16,17,1,201793,7042599,34.9,3.33,108334.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",16,17,1,207136,7021928,33.9,3.33,108334.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",12,17,1,201126,6838293,34.0,3.33,108334.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",17,17,2,206114,7213996,35.0,3.33,108334.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",17,17,1,204900,7273973,35.5,3.33,108334.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",9,17,1,201967,6866877,34.0,3.33,108334.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",17,17,1,212340,6603782,31.1,3.33,108334.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",13,17,1,201629,6855389,34.0,3.33,108334.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",17,17,2,211513,6493452,30.7,3.33,108334.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",14,17,2,207499,6971967,33.6,3.33,108334.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",16,17,1,211776,6692142,31.6,3.33,108334.0
"Раменский городской округ, дп. Кратово, улица Мичурина, 4",4,5,1,120000,3900000,32.5,0.88,65000.0
"Подольск, Объездная дорога, 1",3,23,2,171611,9799000,57.1,5.23,163317.0
"Лобня, Центральный м-н, улица Некрасова, 9",2,12,3,148270,9000000,60.7,0.73,150001.0
"Химки, Левобережный м-н, Совхозная улица, 8",25,25,2,204778,12000000,58.6,2.09,200001.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 2",17,17,2,202227,8170010,40.4,3.33,108334.0
"Красногорск, Павшинская пойма м-н, Красногорский бульвар, 23 к1 / Спасская улица, к9",29,29,2,237113,13800000,58.2,1.56,230001.0
"Дмитров, Внуковский микрорайон, 42",2,3,1,100263,3800000,37.9,5.536184325362192,63333.0
"Балашиха, Железнодорожный м-н, Пионерская улица, 27",7,9,2,156826,8500000,54.2,2.17,108334.0
"Фрязино, улица Нахимова, 33",8,9,1,111111,4300000,38.7,5.536184325362192,71667.0
"Рузский городской округ, рп. Тучково, Жилой комплекс ""Дружный""",2,5,2,122108,7020000,57.49,5.536184325362192,117000.0
"Рузский городской округ, рп. Тучково, Жилой комплекс ""Дружный""",3,5,1,135284,5525000,40.84,5.536184325362192,92084.0
"Рузский городской округ, рп. Тучково, Жилой комплекс ""Дружный""",4,5,1,132563,3790000,28.59,5.536184325362192,63890.0
"Рузский городской округ, рп. Тучково, Жилой комплекс ""Дружный""",3,5,1,156304,4450000,28.47,5.536184325362192,74167.0
"Клин, микрорайон Майданово, 4 к2",6,9,1,137899,4490000,32.56,5.536184325362192,74833.0
"Клин, микрорайон Майданово, 4 к2",5,9,1,140889,3990000,28.32,5.536184325362192,66500.0
"Подольск, Кузнечики м-н, улица Академика Доллежаля, 7 к1",5,19,3,150068,11000000,73.3,5.97,108334.0
"Мытищи, 10а м-н, Новомытищинский проспект, 62 к1",9,10,2,239599,11596624,48.4,6.13,193278.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",6,9,2,170256,11100732,65.2,5.536184325362192,108334.0
"Красногорск, Опалиха м-н, улица Пришвина, 16",1,8,1,234584,8750000,37.3,0.64,129135.0
"Чехов городской округ, с. Новый Быт, Новая улица, 35",1,5,2,94505,4300000,45.5,5.536184325362192,108334.0
"Ивантеевка, улица Прокудина, 1",2,18,1,145000,6829500,47.1,5.536184325362192,108334.0
"Балашиха, Саввино м-н, Безымянная улица, 14",3,17,1,175625,5620000,32.0,3.09,108334.0
"Ивантеевка, улица Прокудина, 2",16,17,1,155000,7254000,46.8,5.536184325362192,108334.0
"Истра городской округ, Павлово-2, Павловский бульвар, 4",3,3,2,397643,27000000,67.9,5.536184325362192,450003.0
"Богородский городской округ, Ногинск, 1-я улица Ревсобраний, 8",3,5,1,105431,3300000,31.3,5.536184325362192,55000.0
"Шатура, проспект Ильича, 29",5,5,3,81669,4500000,55.1,5.536184325362192,75000.0
"Шатура, улица 1 Мая, 2",1,5,2,84668,3700000,43.7,5.536184325362192,61667.0
"Рошаль, улица Химиков, 12а",4,5,2,62893,3000000,47.7,5.536184325362192,108334.0
"Ленинский городской округ, рп. Дрожжино, Южная улица, 27",18,25,3,188333,11300000,60.0,3.45,188334.0
"Королёв, Юбилейный м-н, улица М.К. Тихонравова, 35 к7",16,19,2,180000,12780000,71.0,15.82,213001.0
"Мытищи, 25-й м-н, Олимпийский проспект, 21 к5",7,9,2,191011,8499990,44.5,8.18,141667.0
"Раменское, 2-й м-н, улица Свободы, 19",4,5,3,120437,8250000,68.5,1.47,137501.0
"Фрязино, Московская улица, 1Б",7,9,1,131347,4190000,31.9,5.536184325362192,69833.0
"Красногорск городской округ, д. Путилково, Садовая улица, 20",5,17,1,181818,8400000,46.2,5.536184325362192,123970.0
"Одинцовский городской округ, Звенигород, Восточный м-н, Полевая улица, 21",3,5,2,114143,4600000,40.3,5.536184325362192,76667.0
"Мытищи, 17-й м-н, улица Колпакова, 32 к2",8,10,3,161064,11500000,71.4,6.79,191668.0
"Ногинск, Центральный м-н, улица Патриаршая, 17",3,9,3,107734,5850000,54.3,5.536184325362192,97500.0
"Богородский городской округ, село Кудиново, Центральная улица, 11",5,5,2,77348,4200000,54.3,5.536184325362192,70000.0
"Одинцовский городской округ, Звенигород, Нахабинское шоссе, 1 к3",6,16,1,157681,5850000,37.1,5.536184325362192,97500.0
"Балашиха, Железнодорожный м-н, улица Поликахина, 2",12,17,2,151653,8659433,57.1,1.82,108334.0
"Балашиха, Железнодорожный м-н, улица Поликахина, 2",12,17,3,157153,12226529,77.8,1.82,108334.0
"Балашиха, Железнодорожный м-н, улица Поликахина, 2",15,17,2,168502,9604648,57.0,1.82,108334.0
"Балашиха, Железнодорожный м-н, улица Поликахина, 2",5,17,2,151654,8644312,57.0,1.82,108334.0
"Подольск, Кузнечики м-н, улица Генерала Варенникова, 4",12,19,1,137186,5899000,43.0,5.88,108334.0
Химки,5,10,1,137044,6400000,46.7,5.536184325362192,106667.0
"Мытищи, 7-й м-н, улица Лётная, 38 к2",2,9,3,161317,9550000,59.2,4.74,159167.0
